HMDB	KEGG
HMDB33206	C19331
HMDB33209	C14420
HMDB33212	C02535
HMDB33214	C08839
HMDB33244	C14214
HMDB33249	C06559
HMDB33253	C17492
HMDB33280	C10544
HMDB33319	C10650
HMDB33322	C16808
HMDB33325	C08600
HMDB33341	C20046
HMDB33346	C10735
HMDB33347	C17567
HMDB33349	C10654
HMDB33351	C08506
HMDB33354	C09389
HMDB33371	C12295
HMDB33386	C17663
HMDB33433	C08283
HMDB33439	C09592
HMDB33440	C09593
HMDB33453	C10144
HMDB33458	C00436
HMDB33460	C04498
HMDB33463	C10497
HMDB33480	C10689
HMDB33481	C10755
HMDB33484	C09991
HMDB33488	C08995
HMDB33506	C16855
HMDB33507	C16856
HMDB33509	C02002
HMDB33533	C13143
HMDB33566	C16757
HMDB33590	C09952
HMDB33591	C10490
HMDB33592	C08265
HMDB33615	C17495
HMDB33616	C17496
HMDB33656	C08846
HMDB33657	C03683
HMDB33666	C02347
HMDB33669	C05230
HMDB33679	C16305
HMDB33681	C08725
HMDB33693	C08445
HMDB33695	C20209
HMDB33699	C01594
HMDB33701	C13534
HMDB33704	C01825
HMDB33713	C01875
HMDB33717	C04617
HMDB33719	C08386
HMDB33724	C13910
HMDB33731	C06413
HMDB33733	C15770
HMDB33740	C09793
HMDB33744	C18319
HMDB33747	C03210
HMDB33748	C08251
HMDB33750	C08255
HMDB33751	C01750
HMDB33752	C01198
HMDB33762	C10048
HMDB33765	C08446
HMDB33771	C09923
HMDB33776	C10429
HMDB33778	C10451
HMDB33780	C01905
HMDB33790	C10379
HMDB33792	C14499
HMDB33798	C07350
HMDB33802	C08888
HMDB33812	C10832
HMDB33815	C08887
HMDB33820	C10467
HMDB33826	C14693
HMDB33835	C11155
HMDB33847	C08906
HMDB33850	C17449
HMDB33852	C10738
HMDB33853	C10739
HMDB33855	C16223
HMDB33857	C08499
HMDB33863	C00149
HMDB33865	C08334
HMDB33871	C15562
HMDB33873	C08840
HMDB33882	C16968
HMDB33885	C14285
HMDB33895	C01403
HMDB33897	C10794
HMDB33898	C16941
HMDB33901	C01701
HMDB33909	C15485
HMDB33910	C07113
HMDB33911	C17671
HMDB33923	C16434
HMDB33924	C10204
HMDB33928	C03567
HMDB33930	C09060
HMDB33933	C02278
HMDB33939	C13732
HMDB33940	C08993
HMDB33941	C08449
HMDB33944	C05853
HMDB33945	C12303
HMDB33947	C17512
HMDB33951	C01733
HMDB33952	C08305
HMDB33953	C08717
HMDB33956	C14430
HMDB33960	C16942
HMDB33963	C07600
HMDB33966	C08369
HMDB33967	C01839
HMDB33969	C03098
HMDB33973	C17639
HMDB33975	C10238
HMDB33977	C19443
HMDB33978	C19238
HMDB33983	C10207
HMDB33984	C15802
HMDB33987	C10509
HMDB33988	C09126
HMDB33991	C10216
HMDB33994	C12125
HMDB33999	C10434
HMDB34004	C10037
HMDB34014	C12134
HMDB34025	C10206
HMDB34027	C10529
HMDB34029	C14396
HMDB34041	C15511
HMDB34050	C10523
HMDB34062	C08907
HMDB34063	C17470
HMDB34070	C08427
HMDB34071	C08425
HMDB34072	C08239
HMDB34073	C08437
HMDB34081	C11049
HMDB34087	C10422
HMDB34095	C10062
HMDB34101	C09994
HMDB34103	C10827
HMDB34105	C01263
HMDB34106	C18587
HMDB34107	C16930
HMDB34108	C01457
HMDB34120	C10474
HMDB34121	C10452
HMDB34122	C14567
HMDB34123	C05119
HMDB34125	C10486
HMDB34127	C10521
HMDB34130	C18080
HMDB34144	C09980
HMDB34145	C10464
HMDB34146	C13846
HMDB34147	C08723
HMDB34155	C14415
HMDB34158	C10787
HMDB34160	C12298
HMDB34163	C12293
HMDB34168	C01455
HMDB34170	C06202
HMDB34171	C16074
HMDB34172	C12305
HMDB34173	C10514
HMDB34176	C02018
HMDB34183	C16986
HMDB34188	C10421
HMDB34198	C02787
HMDB34202	C10820
HMDB34205	C10803
HMDB34212	C09947
HMDB34213	C01590
HMDB34214	C10418
HMDB34216	C09993
HMDB34218	C17669
HMDB34219	C03844
HMDB34221	C08257
HMDB34229	C01925
HMDB34232	C14449
HMDB34235	C01949
HMDB34238	C08390
HMDB34240	C07083
HMDB34244	C06323
HMDB34256	C10882
HMDB34257	C09312
HMDB34259	C05669
HMDB34266	C08271
HMDB34269	C09275
HMDB34270	C09925
HMDB34271	C07606
HMDB34272	C09305
HMDB34273	C02660
HMDB34284	C13834
HMDB34288	C08384
HMDB34295	C19621
HMDB34297	C08365
HMDB34299	C16748
HMDB34301	C01746
HMDB34312	C02162
HMDB34316	C01197
HMDB34317	C10404
HMDB34318	C16797
HMDB34319	C10681
HMDB34320	C01420
HMDB34323	C16759
HMDB34326	C08284
HMDB34335	C01692
HMDB34344	C01752
HMDB34355	C11101
HMDB34360	C10108
HMDB34363	C10350
HMDB34366	C16436
HMDB34376	C09269
HMDB34380	C08387
HMDB34410	C10077
HMDB34411	C10515
HMDB34418	C08833
HMDB34423	C15793
HMDB34435	C09644
HMDB34436	C07593
HMDB34437	C06588
HMDB34441	C09996
HMDB34443	C17811
HMDB34444	C17810
HMDB34446	C07733
HMDB34450	C17002
HMDB34451	C03425
HMDB34453	C04486
HMDB34454	C04485
HMDB34462	C14718
HMDB34472	C02008
HMDB34474	C09517
HMDB34477	C08904
HMDB34480	C00386
HMDB34483	C09781
HMDB34490	C04911
HMDB34493	C09801
HMDB34494	C16752
HMDB34505	C17419
HMDB34506	C17422
HMDB34507	C17423
HMDB34525	C08931
HMDB34533	C08984
HMDB34534	C17543
HMDB34561	C16947
HMDB34580	C10865
HMDB34648	C08980
HMDB34649	C08983
HMDB34650	C12081
HMDB34652	C17420
HMDB34695	C08796
HMDB34697	C11382
HMDB34706	C08795
HMDB34709	C13746
HMDB34710	C02057
HMDB34714	C17493
HMDB34723	C09404
HMDB34731	C10826
HMDB34735	C11887
HMDB34736	C11882
HMDB34739	C08505
HMDB34745	C08945
HMDB34746	C12893
HMDB34780	C20203
HMDB34798	C08136
HMDB34801	C13558
HMDB34809	C13556
HMDB34824	C12538
HMDB34826	C18368
HMDB34829	C00094
HMDB34830	C01614
HMDB34832	C01358
HMDB34834	C09306
HMDB34843	C10501
HMDB34850	C18867
HMDB34852	C11125
HMDB34853	C10914
HMDB34854	C11035
HMDB34859	C18442
HMDB34860	C10990
HMDB34864	C04720
HMDB34908	C12570
HMDB34913	C11083
HMDB34920	C08637
HMDB34925	C08934
HMDB34926	C08933
HMDB34927	C08794
HMDB34928	C20242
HMDB34932	C02344
HMDB34934	C00844
HMDB34942	C11673
HMDB34945	C09189
HMDB34955	C17565
HMDB34964	C08623
HMDB34968	C16927
HMDB34970	C11391
HMDB34972	C17125
HMDB34976	C01411
HMDB34981	C04273
HMDB34985	C09859
HMDB34986	C16958
HMDB34994	C17544
HMDB34997	C09723
HMDB35000	C17383
HMDB35023	C01470
HMDB35026	C16945
HMDB35030	C08325
HMDB35041	C11865
HMDB35047	C11859
HMDB35061	C17382
HMDB35078	C01499
HMDB35080	C13715
HMDB35084	C06394
HMDB35087	C09839
HMDB35089	C01767
HMDB35092	C01499
HMDB35093	C09849
HMDB35094	C11386
HMDB35100	C11938
HMDB35104	C09662
HMDB35140	C06082
HMDB35155	C01500
HMDB35156	C12294
HMDB35157	C09861
HMDB35158	C07271
HMDB35162	C00843
HMDB35168	C17642
HMDB35192	C02576
HMDB35196	C09209
HMDB35208	C16753
HMDB35213	C09904
HMDB35214	C10343
HMDB35227	C02287
HMDB35243	C17268
HMDB35250	C11939
HMDB35268	C06578
HMDB35282	C10822
HMDB35287	C09652
HMDB35359	C16843
HMDB35400	C08464
HMDB35403	C10460
HMDB35407	C16949
HMDB35478	C10283
HMDB35484	C05619
HMDB35588	C03951
HMDB35593	C09715
HMDB35601	C08490
HMDB35603	C09132
HMDB35604	C09893
HMDB35608	C09788
HMDB35614	C01411
HMDB35622	C11408
HMDB35626	C08760
HMDB35631	C09690
HMDB35646	C03173
HMDB35653	C09880
HMDB35658	C06308
HMDB35659	C16459
HMDB35688	C17277
HMDB35695	C05918
HMDB35698	C10682
HMDB35705	C08609
HMDB35710	C09066
HMDB35716	C04371
HMDB35718	C16974
HMDB35731	C12486
HMDB35738	C09885
HMDB35742	C09286
HMDB35743	C11941
HMDB35750	C08991
HMDB35752	C01326
HMDB35754	C09709
HMDB35761	C09884
HMDB35762	C08304
HMDB35763	C00553
HMDB35766	C09836
HMDB35770	C09840
HMDB35772	C08773
HMDB35773	C01126
HMDB35776	C15858
HMDB35783	C11390
HMDB35785	C05432
HMDB35790	C09394
HMDB35796	C10080
HMDB35798	C09711
HMDB35800	C09902
HMDB35807	C00887
HMDB35814	C09489
HMDB35818	C01765
HMDB35820	C09848
HMDB35825	C11396
HMDB35828	C09490
HMDB35830	C09780
HMDB35832	C08608
HMDB35833	C17073
HMDB35835	C09685
HMDB35836	C08611
HMDB35837	C16462
HMDB35841	C17384
HMDB35842	C11384
HMDB35851	C09875
HMDB35857	C08946
HMDB35858	C08775
HMDB35873	C10480
HMDB35889	C17489
HMDB35896	C09696
HMDB35906	C09289
HMDB35915	C07287
HMDB35920	C08636
HMDB35921	C03514
HMDB35922	C08771
HMDB35924	C19907
HMDB35934	C09484
HMDB35984	C08788
HMDB36004	C17505
HMDB36006	C10370
HMDB36009	C10382
HMDB36019	C15231
HMDB36061	C17062
HMDB36062	C17568
HMDB36066	C09665
HMDB36071	C16779
HMDB36074	C08511
HMDB36076	C20230
HMDB36079	C18018
HMDB36080	C11415
HMDB36081	C19818
HMDB36082	C11395
HMDB36086	C11393
HMDB36088	C02452
HMDB36089	C09868
HMDB36096	C16909
HMDB36100	C03985
HMDB36101	C11388
HMDB36102	C11389
HMDB36103	C16461
HMDB36113	C20260
HMDB36115	C09906
HMDB36130	C09600
HMDB36154	C19748
HMDB36155	C16943
HMDB36156	C09747
HMDB36157	C02951
HMDB36163	C16776
HMDB36164	C09750
HMDB36197	C09621
HMDB36216	C13798
HMDB36217	C04780
HMDB36232	C00922
HMDB36328	C20216
HMDB36364	C09718
HMDB36408	C10346
HMDB36413	C09647
HMDB36423	C09547
HMDB36443	C17501
HMDB36456	C09695
HMDB36458	C01234
HMDB36460	C08458
HMDB36461	C16286
HMDB36464	C07755
HMDB36465	C12567
HMDB36467	C09684
HMDB36470	C09633
HMDB36491	C08370
HMDB36502	C12569
HMDB36504	C13140
HMDB36505	C13194
HMDB36508	C13192
HMDB36513	C12568
HMDB36515	C13198
HMDB36517	C18606
HMDB36519	C12554
HMDB36531	C12277
HMDB36533	C13199
HMDB36537	C08129
HMDB36538	C08142
HMDB36557	C01553
HMDB36559	C06307
HMDB36560	C09882
HMDB36562	C09771
HMDB36565	C12287
HMDB36566	C08597
HMDB36574	C19033
HMDB36578	C17501
HMDB36579	C09628
HMDB36583	C11512
HMDB36585	C00761
HMDB36587	C08778
HMDB36590	C08584
HMDB36591	C01902
HMDB36592	C12112
HMDB36595	C10498
HMDB36599	C08486
HMDB36600	C09738
HMDB36616	C10522
HMDB36619	C10028
HMDB36620	C10029
HMDB36626	C02274
HMDB36627	C20210
HMDB36630	C10538
HMDB36631	C10106
HMDB36632	C10072
HMDB36633	C10186
HMDB36634	C01604
HMDB36641	C09301
HMDB36643	C09499
HMDB36648	C09675
HMDB36656	C15428
HMDB36677	C09190
HMDB36680	C16946
HMDB36688	C09382
HMDB36692	C09474
HMDB36698	C09110
HMDB36699	C05720
HMDB36700	C09081
HMDB36716	C09720
HMDB36727	C11872
HMDB36728	C11873
HMDB36735	C07605
HMDB36763	C11876
HMDB36766	C17488
HMDB36767	C17085
HMDB36768	C16960
HMDB36769	C16959
HMDB36771	C09492
HMDB36789	C16908
HMDB36792	C09629
HMDB36811	C09118
HMDB36819	C04223
HMDB36827	C09183
HMDB36836	C09071
HMDB36837	C17508
HMDB36838	C08618
HMDB36845	C11893
HMDB36858	C00560
HMDB36860	C07603
HMDB36861	C07602
HMDB36862	C07601
HMDB36868	C08594
HMDB36869	C08605
HMDB36888	C08777
HMDB36895	C06094
HMDB36896	C02034
HMDB36909	C14146
HMDB36924	C08585
HMDB36925	C08586
HMDB36937	C10433
HMDB36993	C17518
HMDB36994	C06075
HMDB36995	C09898
HMDB36996	C17517
HMDB36999	C01951
HMDB37028	C11647
HMDB37037	C08765
HMDB37070	C09678
HMDB37103	C11861
HMDB37107	C18325
HMDB37113	C18487
HMDB37118	C09010
HMDB37138	C00897
HMDB37182	C11624
HMDB37247	C09832
HMDB37254	C09751
HMDB37257	C01708
HMDB37269	C08101
HMDB37316	C08650
HMDB37318	C16978
HMDB37319	C15531
HMDB37326	C16309
HMDB37334	C10191
HMDB37340	C04608
HMDB37362	C05623
HMDB37368	C12638
HMDB37377	C08598
HMDB37408	C10109
HMDB37417	C12629
HMDB37429	C12249
HMDB37438	C16981
HMDB37441	C10098
HMDB37467	C17441
HMDB37479	C16417
HMDB37487	C09830
HMDB37506	C09826
HMDB37516	C18203
HMDB37518	C15437
HMDB37521	C19214
HMDB37523	C17498
HMDB37525	C18137
HMDB37526	C18138
HMDB37546	C18140
HMDB37547	C18205
HMDB37600	C14476
HMDB37650	C10223
HMDB37655	C10237
HMDB37658	C10222
HMDB37659	C17626
HMDB37661	C17625
HMDB37668	C17629
HMDB37669	C17633
HMDB37672	C17631
HMDB37673	C17632
HMDB37675	C00980
HMDB37692	C19807
HMDB37700	C06360
HMDB37759	C06035
HMDB37790	C01092
HMDB37798	C08285
HMDB37821	C02108
HMDB37922	C05229
HMDB37949	C09617
HMDB37953	C14079
HMDB37954	C09728
HMDB37962	C03672
HMDB37973	C08629
HMDB37977	C08647
HMDB37997	C12138
HMDB38000	C08653
HMDB38001	C16315
HMDB38036	C19318
HMDB38097	C12139
HMDB38111	C02549
HMDB38116	C12599
HMDB38120	C09674
HMDB38121	C20241
HMDB38169	C06074
HMDB38172	C12077
HMDB38196	C16773
HMDB38197	C16774
HMDB38202	C17490
HMDB38205	C16815
HMDB38207	C20173
HMDB38215	C09729
HMDB38318	C15769
HMDB38331	C03351
HMDB38361	C12136
HMDB38365	C12127
HMDB38366	C17640
HMDB38370	C17624
HMDB38384	C08424
HMDB38403	C08409
HMDB38404	C08419
HMDB38406	C08411
HMDB38417	C08403
HMDB38419	C02153
HMDB38423	C08417
HMDB38427	C08415
HMDB38429	C08404
HMDB38457	C16952
HMDB38473	C17672
HMDB38482	C08336
HMDB38510	C02381
HMDB38516	C05939
HMDB38527	C10802
HMDB38549	C17673
HMDB38577	C08472
HMDB38578	C05306
HMDB38579	C19352
HMDB38590	C10653
HMDB38591	C11048
HMDB38594	C10851
HMDB38606	C08982
HMDB38660	C15971
HMDB38671	C04078
HMDB38778	C10246
HMDB38848	C12627
HMDB38849	C09228
HMDB38850	C01418
HMDB38852	C00420
HMDB38854	C07560
HMDB38871	C08248
HMDB38931	C10884
HMDB38959	C15882
HMDB38962	C08487
HMDB38982	C14550
HMDB39097	C10253
HMDB39098	C10316
HMDB39116	C07574
HMDB39122	C00744
HMDB39123	C08548
HMDB39154	C09929
HMDB39158	C11610
HMDB39182	C04360
HMDB39188	C04516
HMDB39212	C17421
HMDB39238	C11263
HMDB39265	C10224
HMDB39275	C10459
HMDB39323	C16197
HMDB39331	C13837
HMDB39346	C10220
HMDB39353	C10796
HMDB39361	C14561
HMDB39406	C08923
HMDB39439	C10264
HMDB39484	C06093
HMDB39495	C03147
HMDB39513	C02094
HMDB39522	C09863
HMDB39530	C16184
HMDB39531	C07475
HMDB39540	C17873
HMDB39588	C17447
HMDB39607	C09186
HMDB39721	C02273
HMDB39815	C18733
HMDB39896	C12201
HMDB40161	C13403
HMDB40177	C06728
HMDB40195	C12292
HMDB40206	C12306
HMDB40215	C19757
HMDB40270	C14240
HMDB40292	C11110
HMDB40330	C18066
HMDB40346	C08389
HMDB40395	C12278
HMDB40423	C18601
HMDB40431	C14716
HMDB40438	C05784
HMDB40460	C06757
HMDB40464	C19298
HMDB40546	C18486
HMDB40599	C11226
HMDB40723	C07667
HMDB40725	C11338
HMDB40733	C00548
HMDB40851	C08964
HMDB40867	C10373
HMDB40882	C08895
HMDB40906	C17917
HMDB40920	C08484
HMDB40938	C17916
HMDB40940	C17515
HMDB40974	C16984
HMDB40986	C05608
HMDB40991	C16302
HMDB41006	C10426
HMDB41008	C16038
HMDB41016	C08743
HMDB41036	C17504
HMDB41140	C10487
HMDB41263	C16191
HMDB41264	C09870
HMDB41294	C08761
HMDB41310	C05907
HMDB41333	C16343
HMDB41340	C18555
HMDB41341	C18543
HMDB41372	C09059
HMDB41376	C17620
HMDB41389	C08383
HMDB41419	C00373
HMDB41472	C07213
HMDB41473	C07216
HMDB41483	C03465
HMDB41485	C05613
HMDB41553	C10478
HMDB41576	C09625
HMDB41590	C08602
HMDB41592	C05838
HMDB41606	C14570
HMDB41609	C06757
HMDB41613	C14523
HMDB41618	C14260
HMDB41625	C00984
HMDB41627	C01970
HMDB41629	C09704
HMDB41633	C11392
HMDB41634	C09877
HMDB41655	C14313
HMDB41658	C10510
HMDB41683	C03080
HMDB41758	C10504
HMDB41791	C18246
HMDB41792	C16450
HMDB41796	C07490
HMDB41797	C03664
HMDB41798	C11283
HMDB41799	C14401
HMDB41800	C06602
HMDB41802	C02227
HMDB41803	C16659
HMDB41808	C14288
HMDB41809	C19574
HMDB41810	C02375
HMDB41812	C11781
HMDB41820	C20155
HMDB41821	C07585
HMDB41822	C01471
HMDB41824	C14750
HMDB41827	C01342
HMDB41828	C06573
HMDB41830	C06551
HMDB41832	C10025
HMDB41833	C00813
HMDB41835	C16444
HMDB41836	C10847
HMDB41837	C12679
HMDB41838	C14751
HMDB41839	C06555
HMDB41840	C16200
HMDB41842	C08299
HMDB41843	C16450
HMDB41851	C13024
HMDB41852	C11199
HMDB41853	C00875
HMDB41854	C07761
HMDB41855	C06990
HMDB41856	C14322
HMDB41857	C16765
HMDB41859	C01965
HMDB41861	C06554
HMDB41863	C07418
HMDB41864	C06972
HMDB41865	C06972
HMDB41866	C10985
HMDB41871	C06940
HMDB41872	C07450
HMDB41874	C00372
HMDB41875	C07406
HMDB41876	C03413
HMDB41877	C13240
HMDB41878	C14422
HMDB41886	C11720
HMDB41888	C07453
HMDB41892	C13310
HMDB41893	C14442
HMDB41894	C07597
HMDB41898	C19241
HMDB41903	C07106
HMDB41904	C05590
HMDB41912	C16623
HMDB41913	C11792
HMDB41916	C07612
HMDB41922	C08737
HMDB41924	C14508
HMDB41931	C07577
HMDB41932	C13639
HMDB41933	C09226
HMDB41936	C16643
HMDB41937	C16578
HMDB41938	C07451
HMDB41939	C19477
HMDB41940	C16452
HMDB41942	C11490
HMDB41945	C11735
HMDB41946	C19485
HMDB41950	C06813
HMDB41951	C11065
HMDB41952	C14422
HMDB41953	C19603
HMDB41957	C05028
HMDB41959	C11785
HMDB41964	C14443
HMDB41965	C14403
HMDB41966	C09955
HMDB41970	C11803
HMDB41971	C07092
HMDB41972	C02518
HMDB41973	C06567
HMDB41974	C02575
HMDB41980	C06789
HMDB41981	C07128
HMDB41982	C14294
HMDB41983	C07404
HMDB41985	C11028
HMDB41991	C13334
HMDB41994	C19505
HMDB41995	C19598
HMDB41997	C15368
HMDB41999	C07852
HMDB42000	C08312
HMDB42001	C07581
HMDB42002	C14335
HMDB42006	C01526
HMDB42007	C06688
HMDB42009	C11240
HMDB42010	C09238
HMDB42012	C09642
HMDB42014	C07313
HMDB42016	C07315
HMDB42018	C16628
HMDB42021	C07108
HMDB42023	C11231
HMDB42024	C10534
HMDB42027	C06926
HMDB42028	C06972
HMDB42030	C07461
HMDB42031	C07846
HMDB42032	C14872
HMDB42034	C14872
HMDB42035	C19304
HMDB42046	C19557
HMDB42047	C11150
HMDB42048	C11150
HMDB42049	C14869
HMDB42050	C07490
HMDB42052	C18872
HMDB42056	C12798
HMDB42057	C16000
