HMDB	KEGG
HMDB08222	C00157
HMDB08223	C00157
HMDB08224	C00157
HMDB08225	C00157
HMDB08226	C00157
HMDB08227	C00157
HMDB08228	C00157
HMDB08229	C00157
HMDB08230	C00157
HMDB08231	C00157
HMDB08232	C00157
HMDB08233	C00157
HMDB08234	C00157
HMDB08235	C00157
HMDB08236	C00157
HMDB08237	C00157
HMDB08238	C00157
HMDB08239	C00157
HMDB08240	C00157
HMDB08241	C00157
HMDB08242	C00157
HMDB08243	C00157
HMDB08244	C00157
HMDB08245	C00157
HMDB08246	C00157
HMDB08247	C00157
HMDB08248	C00157
HMDB08249	C00157
HMDB08250	C00157
HMDB08251	C00157
HMDB08252	C00157
HMDB08253	C00157
HMDB08254	C00157
HMDB08255	C00157
HMDB08256	C00157
HMDB08257	C00157
HMDB08258	C00157
HMDB08259	C00157
HMDB08260	C00157
HMDB08261	C00157
HMDB08262	C00157
HMDB08263	C00157
HMDB08264	C00157
HMDB08265	C00157
HMDB08266	C00157
HMDB08267	C00157
HMDB08268	C00157
HMDB08269	C00157
HMDB08270	C00157
HMDB08271	C00157
HMDB08272	C00157
HMDB08273	C00157
HMDB08274	C00157
HMDB08275	C00157
HMDB08276	C00157
HMDB08277	C00157
HMDB08278	C00157
HMDB08279	C00157
HMDB08280	C00157
HMDB08281	C00157
HMDB08282	C00157
HMDB08283	C00157
HMDB08284	C00157
HMDB08285	C00157
HMDB08286	C00157
HMDB08287	C00157
HMDB08288	C00157
HMDB08289	C00157
HMDB08290	C00157
HMDB08291	C00157
HMDB08292	C00157
HMDB08293	C00157
HMDB08294	C00157
HMDB08295	C00157
HMDB08296	C00157
HMDB08297	C00157
HMDB08298	C00157
HMDB08299	C00157
HMDB08300	C00157
HMDB08301	C00157
HMDB08302	C00157
HMDB08303	C00157
HMDB08304	C00157
HMDB08305	C00157
HMDB08306	C00157
HMDB08307	C00157
HMDB08308	C00157
HMDB08309	C00157
HMDB08310	C00157
HMDB08311	C00157
HMDB08312	C00157
HMDB08313	C00157
HMDB08314	C00157
HMDB08315	C00157
HMDB08316	C00157
HMDB08317	C00157
HMDB08318	C00157
HMDB08319	C00157
HMDB08320	C00157
HMDB08321	C00157
HMDB08322	C00157
HMDB08323	C00157
HMDB08324	C00157
HMDB08325	C00157
HMDB08326	C00157
HMDB08327	C00157
HMDB08328	C00157
HMDB08329	C00157
HMDB08330	C00157
HMDB08331	C00157
HMDB08332	C00157
HMDB08333	C00157
HMDB08334	C00157
HMDB08335	C00157
HMDB08336	C00157
HMDB08337	C00157
HMDB08338	C00157
HMDB08339	C00157
HMDB08340	C00157
HMDB08341	C00157
HMDB08342	C00157
HMDB08343	C00157
HMDB08344	C00157
HMDB08345	C00157
HMDB08346	C00157
HMDB08347	C00157
HMDB08348	C00157
HMDB08349	C00157
HMDB08350	C00157
HMDB08351	C00157
HMDB08352	C00157
HMDB08353	C00157
HMDB08354	C00157
HMDB08355	C00157
HMDB08356	C00157
HMDB08357	C00157
HMDB08358	C00157
HMDB08359	C00157
HMDB08360	C00157
HMDB08361	C00157
HMDB08362	C00157
HMDB08363	C00157
HMDB08364	C00157
HMDB08365	C00157
HMDB08366	C00157
HMDB08367	C00157
HMDB08368	C00157
HMDB08369	C00157
HMDB08370	C00157
HMDB08371	C00157
HMDB08372	C00157
HMDB08373	C00157
HMDB08374	C00157
HMDB08375	C00157
HMDB08376	C00157
HMDB08377	C00157
HMDB08378	C00157
HMDB08379	C00157
HMDB08380	C00157
HMDB08381	C00157
HMDB08382	C00157
HMDB08383	C00157
HMDB08384	C00157
HMDB08385	C00157
HMDB08386	C00157
HMDB08387	C00157
HMDB08388	C00157
HMDB08389	C00157
HMDB08390	C00157
HMDB08391	C00157
HMDB08392	C00157
HMDB08393	C00157
HMDB08394	C00157
HMDB08395	C00157
HMDB08396	C00157
HMDB08397	C00157
HMDB08398	C00157
HMDB08399	C00157
HMDB08400	C00157
HMDB08401	C00157
HMDB08402	C00157
HMDB08403	C00157
HMDB08404	C00157
HMDB08405	C00157
HMDB08406	C00157
HMDB08407	C00157
HMDB08408	C00157
HMDB08409	C00157
HMDB08410	C00157
HMDB08411	C00157
HMDB08412	C00157
HMDB08413	C00157
HMDB08414	C00157
HMDB08415	C00157
HMDB08416	C00157
HMDB08417	C00157
HMDB08418	C00157
HMDB08419	C00157
HMDB08420	C00157
HMDB08421	C00157
HMDB08422	C00157
HMDB08423	C00157
HMDB08424	C00157
HMDB08425	C00157
HMDB08426	C00157
HMDB08427	C00157
HMDB08428	C00157
HMDB08429	C00157
HMDB08430	C00157
HMDB08431	C00157
HMDB08432	C00157
HMDB08433	C00157
HMDB08434	C00157
HMDB08435	C00157
HMDB08436	C00157
HMDB08437	C00157
HMDB08438	C00157
HMDB08439	C00157
HMDB08440	C00157
HMDB08441	C00157
HMDB08442	C00157
HMDB08443	C00157
HMDB08444	C00157
HMDB08445	C00157
HMDB08446	C00157
HMDB08447	C00157
HMDB08448	C00157
HMDB08449	C00157
HMDB08450	C00157
HMDB08451	C00157
HMDB08452	C00157
HMDB08453	C00157
HMDB08454	C00157
HMDB08455	C00157
HMDB08456	C00157
HMDB08457	C00157
HMDB08458	C00157
HMDB08459	C00157
HMDB08460	C00157
HMDB08461	C00157
HMDB08462	C00157
HMDB08463	C00157
HMDB08464	C00157
HMDB08465	C00157
HMDB08466	C00157
HMDB08467	C00157
HMDB08468	C00157
HMDB08469	C00157
HMDB08470	C00157
HMDB08471	C00157
HMDB08472	C00157
HMDB08473	C00157
HMDB08474	C00157
HMDB08475	C00157
HMDB08476	C00157
HMDB08477	C00157
HMDB08478	C00157
HMDB08479	C00157
HMDB08480	C00157
HMDB08481	C00157
HMDB08482	C00157
HMDB08483	C00157
HMDB08484	C00157
HMDB08485	C00157
HMDB08486	C00157
HMDB08487	C00157
HMDB08488	C00157
HMDB08489	C00157
HMDB08490	C00157
HMDB08491	C00157
HMDB08492	C00157
HMDB08493	C00157
HMDB08494	C00157
HMDB08495	C00157
HMDB08496	C00157
HMDB08497	C00157
HMDB08498	C00157
HMDB08499	C00157
HMDB08500	C00157
HMDB08501	C00157
HMDB08502	C00157
HMDB08503	C00157
HMDB08504	C00157
HMDB08505	C00157
HMDB08506	C00157
HMDB08507	C00157
HMDB08508	C00157
HMDB08509	C00157
HMDB08510	C00157
HMDB08511	C00157
HMDB08512	C00157
HMDB08513	C00157
HMDB08514	C00157
HMDB08515	C00157
HMDB08516	C00157
HMDB08517	C00157
HMDB08518	C00157
HMDB08519	C00157
HMDB08520	C00157
HMDB08521	C00157
HMDB08522	C00157
HMDB08523	C00157
HMDB08524	C00157
HMDB08525	C00157
HMDB08526	C00157
HMDB08527	C00157
HMDB08528	C00157
HMDB08529	C00157
HMDB08530	C00157
HMDB08531	C00157
HMDB08532	C00157
HMDB08533	C00157
HMDB08534	C00157
HMDB08535	C00157
HMDB08536	C00157
HMDB08537	C00157
HMDB08538	C00157
HMDB08539	C00157
HMDB08540	C00157
HMDB08541	C00157
HMDB08542	C00157
HMDB08543	C00157
HMDB08544	C00157
HMDB08545	C00157
HMDB08546	C00157
HMDB08547	C00157
HMDB08548	C00157
HMDB08549	C00157
HMDB08550	C00157
HMDB08551	C00157
HMDB08552	C00157
HMDB08553	C00157
HMDB08554	C00157
HMDB08555	C00157
HMDB08556	C00157
HMDB08557	C00157
HMDB08558	C00157
HMDB08559	C00157
HMDB08560	C00157
HMDB08561	C00157
HMDB08562	C00157
HMDB08563	C00157
HMDB08564	C00157
HMDB08565	C00157
HMDB08566	C00157
HMDB08567	C00157
HMDB08568	C00157
HMDB08569	C00157
HMDB08570	C00157
HMDB08571	C00157
HMDB08572	C00157
HMDB08573	C00157
HMDB08574	C00157
HMDB08575	C00157
HMDB08576	C00157
HMDB08577	C00157
HMDB08578	C00157
HMDB08579	C00157
HMDB08580	C00157
HMDB08581	C00157
HMDB08582	C00157
HMDB08583	C00157
HMDB08584	C00157
HMDB08585	C00157
HMDB08586	C00157
HMDB08587	C00157
HMDB08588	C00157
HMDB08589	C00157
HMDB08590	C00157
HMDB08591	C00157
HMDB08592	C00157
HMDB08593	C00157
HMDB08594	C00157
HMDB08595	C00157
HMDB08596	C00157
HMDB08597	C00157
HMDB08598	C00157
HMDB08599	C00157
HMDB08600	C00157
HMDB08601	C00157
HMDB08602	C00157
HMDB08603	C00157
HMDB08604	C00157
HMDB08605	C00157
HMDB08606	C00157
HMDB08607	C00157
HMDB08608	C00157
HMDB08609	C00157
HMDB08610	C00157
HMDB08611	C00157
HMDB08612	C00157
HMDB08613	C00157
HMDB08614	C00157
HMDB08615	C00157
HMDB08616	C00157
HMDB08617	C00157
HMDB08618	C00157
HMDB08619	C00157
HMDB08620	C00157
HMDB08621	C00157
HMDB08622	C00157
HMDB08623	C00157
HMDB08624	C00157
HMDB08625	C00157
HMDB08626	C00157
HMDB08627	C00157
HMDB08628	C00157
HMDB08629	C00157
HMDB08630	C00157
HMDB08631	C00157
HMDB08632	C00157
HMDB08633	C00157
HMDB08634	C00157
HMDB08635	C00157
HMDB08636	C00157
HMDB08637	C00157
HMDB08638	C00157
HMDB08639	C00157
HMDB08640	C00157
HMDB08641	C00157
HMDB08642	C00157
HMDB08643	C00157
HMDB08644	C00157
HMDB08645	C00157
HMDB08646	C00157
HMDB08647	C00157
HMDB08648	C00157
HMDB08649	C00157
HMDB08650	C00157
HMDB08651	C00157
HMDB08652	C00157
HMDB08653	C00157
HMDB08654	C00157
HMDB08655	C00157
HMDB08656	C00157
HMDB08657	C00157
HMDB08658	C00157
HMDB08659	C00157
HMDB08660	C00157
HMDB08661	C00157
HMDB08662	C00157
HMDB08663	C00157
HMDB08664	C00157
HMDB08665	C00157
HMDB08666	C00157
HMDB08667	C00157
HMDB08668	C00157
HMDB08669	C00157
HMDB08670	C00157
HMDB08671	C00157
HMDB08672	C00157
HMDB08673	C00157
HMDB08674	C00157
HMDB08675	C00157
HMDB08676	C00157
HMDB08677	C00157
HMDB08678	C00157
HMDB08679	C00157
HMDB08680	C00157
HMDB08681	C00157
HMDB08682	C00157
HMDB08683	C00157
HMDB08684	C00157
HMDB08685	C00157
HMDB08686	C00157
HMDB08687	C00157
HMDB08688	C00157
HMDB08689	C00157
HMDB08690	C00157
HMDB08691	C00157
HMDB08692	C00157
HMDB08693	C00157
HMDB08694	C00157
HMDB08695	C00157
HMDB08696	C00157
HMDB08697	C00157
HMDB08698	C00157
HMDB08699	C00157
HMDB08700	C00157
HMDB08701	C00157
HMDB08702	C00157
HMDB08703	C00157
HMDB08704	C00157
HMDB08705	C00157
HMDB08706	C00157
HMDB08707	C00157
HMDB08708	C00157
HMDB08709	C00157
HMDB08710	C00157
HMDB08711	C00157
HMDB08712	C00157
HMDB08713	C00157
HMDB08714	C00157
HMDB08715	C00157
HMDB08716	C00157
HMDB08717	C00157
HMDB08718	C00157
HMDB08719	C00157
HMDB08720	C00157
HMDB08721	C00157
HMDB08722	C00157
HMDB08723	C00157
HMDB08724	C00157
HMDB08725	C00157
HMDB08726	C00157
HMDB08727	C00157
HMDB08728	C00157
HMDB08729	C00157
HMDB08730	C00157
HMDB08731	C00157
HMDB08732	C00157
HMDB08733	C00157
HMDB08734	C00157
HMDB08735	C00157
HMDB08736	C00157
HMDB08737	C00157
HMDB08738	C00157
HMDB08739	C00157
HMDB08740	C00157
HMDB08741	C00157
HMDB08742	C00157
HMDB08743	C00157
HMDB08744	C00157
HMDB08745	C00157
HMDB08746	C00157
HMDB08747	C00157
HMDB08748	C00157
HMDB08749	C00157
HMDB08750	C00157
HMDB08751	C00157
HMDB08752	C00157
HMDB08753	C00157
HMDB08754	C00157
HMDB08755	C00157
HMDB08756	C00157
HMDB08757	C00157
HMDB08758	C00157
HMDB08759	C00157
HMDB08760	C00157
HMDB08761	C00157
HMDB08762	C00157
HMDB08763	C00157
HMDB08764	C00157
HMDB08765	C00157
HMDB08766	C00157
HMDB08767	C00157
HMDB08768	C00157
HMDB08769	C00157
HMDB08770	C00157
HMDB08771	C00157
HMDB08772	C00157
HMDB08773	C00157
HMDB08774	C00157
HMDB08775	C00157
HMDB08776	C00157
HMDB08777	C00157
HMDB08778	C00157
HMDB08779	C00157
HMDB08780	C00157
HMDB08781	C00157
HMDB08782	C00157
HMDB08783	C00157
HMDB08784	C00157
HMDB08785	C00157
HMDB08786	C00157
HMDB08787	C00157
HMDB08788	C00157
HMDB08789	C00157
HMDB08790	C00157
HMDB08791	C00157
HMDB08792	C00157
HMDB08793	C00157
HMDB08794	C00157
HMDB08795	C00157
HMDB08796	C00157
HMDB08797	C00157
HMDB08798	C00157
HMDB08799	C00157
HMDB08800	C00157
HMDB08801	C00157
HMDB08802	C00157
HMDB08803	C00157
HMDB08804	C00157
HMDB08805	C00157
HMDB08806	C00157
HMDB08807	C00157
HMDB08808	C00157
HMDB08809	C00157
HMDB08810	C00157
HMDB08811	C00157
HMDB08812	C00157
HMDB08813	C00157
HMDB08814	C00157
HMDB08815	C00157
HMDB08816	C00157
HMDB08817	C00157
HMDB08818	C00157
HMDB08819	C00157
HMDB08820	C00157
HMDB08821	C00350
HMDB08822	C00350
HMDB08823	C00350
HMDB08824	C00350
HMDB08825	C00350
HMDB08826	C00350
HMDB08827	C00350
HMDB08828	C00350
HMDB08829	C00350
HMDB08830	C00350
HMDB08831	C00350
HMDB08832	C00350
HMDB08833	C00350
HMDB08834	C00350
HMDB08835	C00350
HMDB08836	C00350
HMDB08837	C00350
HMDB08838	C00350
HMDB08839	C00350
HMDB08840	C00350
HMDB08841	C00350
HMDB08842	C00350
HMDB08843	C00350
HMDB08844	C00350
HMDB08845	C00350
HMDB08846	C00350
HMDB08847	C00350
HMDB08848	C00350
HMDB08849	C00350
HMDB08850	C00350
HMDB08851	C00350
HMDB08852	C00350
HMDB08853	C00350
HMDB08854	C00350
HMDB08855	C00350
HMDB08856	C00350
HMDB08857	C00350
HMDB08858	C00350
HMDB08859	C00350
HMDB08860	C00350
HMDB08861	C00350
HMDB08862	C00350
HMDB08863	C00350
HMDB08864	C00350
HMDB08865	C00350
HMDB08866	C00350
HMDB08867	C00350
HMDB08868	C00350
HMDB08869	C00350
HMDB08870	C00350
HMDB08871	C00350
HMDB08872	C00350
HMDB08873	C00350
HMDB08874	C00350
HMDB08875	C00350
HMDB08876	C00350
HMDB08877	C00350
HMDB08878	C00350
HMDB08879	C00350
HMDB08880	C00350
HMDB08881	C00350
HMDB08882	C00350
HMDB08883	C00350
HMDB08884	C00350
HMDB08885	C00350
HMDB08886	C00350
HMDB08887	C00350
HMDB08888	C00350
HMDB08889	C00350
HMDB08890	C00350
HMDB08891	C00350
HMDB08892	C00350
HMDB08893	C00350
HMDB08894	C00350
HMDB08895	C00350
HMDB08896	C00350
HMDB08897	C00350
HMDB08898	C00350
HMDB08899	C00350
HMDB08900	C00350
HMDB08901	C00350
HMDB08902	C00350
HMDB08903	C00350
HMDB08904	C00350
HMDB08905	C00350
HMDB08906	C00350
HMDB08907	C00350
HMDB08908	C00350
HMDB08909	C00350
HMDB08910	C00350
HMDB08911	C00350
HMDB08912	C00350
HMDB08913	C00350
HMDB08914	C00350
HMDB08915	C00350
HMDB08916	C00350
HMDB08917	C00350
HMDB08918	C00350
HMDB08919	C00350
HMDB08920	C00350
HMDB08921	C00350
HMDB08922	C00350
HMDB08923	C00350
HMDB08924	C00350
HMDB08925	C00350
HMDB08926	C00350
HMDB08927	C00350
HMDB08928	C00350
HMDB08929	C00350
HMDB08930	C00350
HMDB08931	C00350
HMDB08932	C00350
HMDB08933	C00350
HMDB08934	C00350
HMDB08935	C00350
HMDB08936	C00350
HMDB08937	C00350
HMDB08938	C00350
HMDB08939	C00350
HMDB08940	C00350
HMDB08941	C00350
HMDB08942	C00350
HMDB08943	C00350
HMDB08944	C00350
HMDB08945	C00350
HMDB08946	C00350
HMDB08947	C00350
HMDB08948	C00350
HMDB08949	C00350
HMDB08950	C00350
HMDB08951	C00350
HMDB08952	C00350
HMDB08953	C00350
HMDB08954	C00350
HMDB08955	C00350
HMDB08956	C00350
HMDB08957	C00350
HMDB08958	C00350
HMDB08959	C00350
HMDB08960	C00350
HMDB08961	C00350
HMDB08962	C00350
HMDB08963	C00350
HMDB08964	C00350
HMDB08965	C00350
HMDB08966	C00350
HMDB08967	C00350
HMDB08968	C00350
HMDB08969	C00350
HMDB08970	C00350
HMDB08971	C00350
HMDB08972	C00350
HMDB08973	C00350
HMDB08974	C00350
HMDB08975	C00350
HMDB08976	C00350
HMDB08977	C00350
HMDB08978	C00350
HMDB08979	C00350
HMDB08980	C00350
HMDB08981	C00350
HMDB08982	C00350
HMDB08983	C00350
HMDB08984	C00350
HMDB08985	C00350
HMDB08986	C00350
HMDB08987	C00350
HMDB08988	C00350
HMDB08989	C00350
HMDB08990	C00350
HMDB08991	C00350
HMDB08992	C00350
HMDB08993	C00350
HMDB08994	C00350
HMDB08995	C00350
HMDB08996	C00350
HMDB08997	C00350
HMDB08998	C00350
HMDB08999	C00350
HMDB09000	C00350
HMDB09001	C00350
HMDB09002	C00350
HMDB09003	C00350
HMDB09004	C00350
HMDB09005	C00350
HMDB09006	C00350
HMDB09007	C00350
HMDB09008	C00350
HMDB09009	C00350
HMDB09010	C00350
HMDB09011	C00350
HMDB09012	C00350
HMDB09013	C00350
HMDB09014	C00350
HMDB09015	C00350
HMDB09016	C00350
HMDB09017	C00350
HMDB09018	C00350
HMDB09019	C00350
HMDB09020	C00350
HMDB09021	C00350
HMDB09022	C00350
HMDB09023	C00350
HMDB09024	C00350
HMDB09025	C00350
HMDB09026	C00350
HMDB09027	C00350
HMDB09028	C00350
HMDB09029	C00350
HMDB09030	C00350
HMDB09031	C00350
HMDB09032	C00350
HMDB09033	C00350
HMDB09034	C00350
HMDB09035	C00350
HMDB09036	C00350
HMDB09037	C00350
HMDB09038	C00350
HMDB09039	C00350
HMDB09040	C00350
HMDB09041	C00350
HMDB09042	C00350
HMDB09043	C00350
HMDB09044	C00350
HMDB09045	C00350
HMDB09046	C00350
HMDB09047	C00350
HMDB09048	C00350
HMDB09049	C00350
HMDB09050	C00350
HMDB09051	C00350
HMDB09052	C00350
HMDB09053	C00350
HMDB09054	C00350
HMDB09055	C00350
HMDB09056	C00350
HMDB09057	C00350
HMDB09058	C00350
HMDB09059	C00350
HMDB09060	C00350
HMDB09061	C00350
HMDB09062	C00350
HMDB09063	C00350
HMDB09064	C00350
HMDB09065	C00350
HMDB09066	C00350
HMDB09067	C00350
HMDB09068	C00350
HMDB09069	C00350
HMDB09070	C00350
HMDB09071	C00350
HMDB09072	C00350
HMDB09073	C00350
HMDB09074	C00350
HMDB09075	C00350
HMDB09076	C00350
HMDB09077	C00350
HMDB09078	C00350
HMDB09079	C00350
HMDB09080	C00350
HMDB09081	C00350
HMDB09082	C00350
HMDB09083	C00350
HMDB09084	C00350
HMDB09085	C00350
HMDB09086	C00350
HMDB09087	C00350
HMDB09088	C00350
HMDB09089	C00350
HMDB09090	C00350
HMDB09091	C00350
HMDB09092	C00350
HMDB09093	C00350
HMDB09094	C00350
HMDB09095	C00350
HMDB09096	C00350
HMDB09097	C00350
HMDB09098	C00350
HMDB09099	C00350
HMDB09100	C00350
HMDB09101	C00350
HMDB09102	C00350
HMDB09103	C00350
HMDB09104	C00350
HMDB09105	C00350
HMDB09106	C00350
HMDB09107	C00350
HMDB09108	C00350
HMDB09109	C00350
HMDB09110	C00350
HMDB09111	C00350
HMDB09112	C00350
HMDB09113	C00350
HMDB09114	C00350
HMDB09115	C00350
HMDB09116	C00350
HMDB09117	C00350
HMDB09118	C00350
HMDB09119	C00350
HMDB09120	C00350
HMDB09121	C00350
HMDB09122	C00350
HMDB09123	C00350
HMDB09124	C00350
HMDB09125	C00350
HMDB09126	C00350
HMDB09127	C00350
HMDB09128	C00350
HMDB09129	C00350
HMDB09130	C00350
HMDB09131	C00350
HMDB09132	C00350
HMDB09133	C00350
HMDB09134	C00350
HMDB09135	C00350
HMDB09136	C00350
HMDB09137	C00350
HMDB09138	C00350
HMDB09139	C00350
HMDB09140	C00350
HMDB09141	C00350
HMDB09142	C00350
HMDB09143	C00350
HMDB09144	C00350
HMDB09145	C00350
HMDB09146	C00350
HMDB09147	C00350
HMDB09148	C00350
HMDB09149	C00350
HMDB09150	C00350
HMDB09151	C00350
HMDB09152	C00350
HMDB09153	C00350
HMDB09154	C00350
HMDB09155	C00350
HMDB09156	C00350
HMDB09157	C00350
HMDB09158	C00350
HMDB09159	C00350
HMDB09160	C00350
HMDB09161	C00350
HMDB09162	C00350
HMDB09163	C00350
HMDB09164	C00350
HMDB09165	C00350
HMDB09166	C00350
HMDB09167	C00350
HMDB09168	C00350
HMDB09169	C00350
HMDB09170	C00350
HMDB09171	C00350
HMDB09172	C00350
HMDB09173	C00350
HMDB09174	C00350
HMDB09175	C00350
HMDB09176	C00350
HMDB09177	C00350
HMDB09178	C00350
HMDB09179	C00350
HMDB09180	C00350
HMDB09181	C00350
HMDB09182	C00350
HMDB09183	C00350
HMDB09184	C00350
HMDB09185	C00350
HMDB09186	C00350
HMDB09187	C00350
HMDB09188	C00350
HMDB09189	C00350
HMDB09190	C00350
HMDB09191	C00350
HMDB09192	C00350
HMDB09193	C00350
HMDB09194	C00350
HMDB09195	C00350
HMDB09196	C00350
HMDB09197	C00350
HMDB09198	C00350
HMDB09199	C00350
HMDB09200	C00350
HMDB09201	C00350
HMDB09202	C00350
HMDB09203	C00350
HMDB09204	C00350
HMDB09205	C00350
HMDB09206	C00350
HMDB09207	C00350
HMDB09208	C00350
HMDB09209	C00350
HMDB09210	C00350
HMDB09211	C00350
HMDB09212	C00350
HMDB09213	C00350
HMDB09214	C00350
HMDB09215	C00350
HMDB09216	C00350
HMDB09217	C00350
HMDB09218	C00350
HMDB09219	C00350
HMDB09220	C00350
HMDB09221	C00350
HMDB09222	C00350
HMDB09223	C00350
HMDB09224	C00350
HMDB09225	C00350
HMDB09226	C00350
HMDB09227	C00350
HMDB09228	C00350
HMDB09229	C00350
HMDB09230	C00350
HMDB09231	C00350
HMDB09232	C00350
HMDB09233	C00350
HMDB09234	C00350
HMDB09235	C00350
HMDB09236	C00350
HMDB09237	C00350
HMDB09238	C00350
HMDB09239	C00350
HMDB09240	C00350
HMDB09241	C00350
HMDB09242	C00350
HMDB09243	C00350
HMDB09244	C00350
HMDB09245	C00350
HMDB09246	C00350
HMDB09247	C00350
HMDB09248	C00350
HMDB09249	C00350
HMDB09250	C00350
HMDB09251	C00350
HMDB09252	C00350
HMDB09253	C00350
HMDB09254	C00350
HMDB09255	C00350
HMDB09256	C00350
HMDB09257	C00350
HMDB09258	C00350
HMDB09259	C00350
HMDB09260	C00350
HMDB09261	C00350
HMDB09262	C00350
HMDB09263	C00350
HMDB09264	C00350
HMDB09265	C00350
HMDB09266	C00350
HMDB09267	C00350
HMDB09268	C00350
HMDB09269	C00350
HMDB09270	C00350
HMDB09271	C00350
HMDB09272	C00350
HMDB09273	C00350
HMDB09274	C00350
HMDB09275	C00350
HMDB09276	C00350
HMDB09277	C00350
HMDB09278	C00350
HMDB09279	C00350
HMDB09280	C00350
HMDB09281	C00350
HMDB09282	C00350
HMDB09283	C00350
HMDB09284	C00350
HMDB09285	C00350
HMDB09286	C00350
HMDB09287	C00350
HMDB09288	C00350
HMDB09289	C00350
HMDB09290	C00350
HMDB09291	C00350
HMDB09292	C00350
HMDB09293	C00350
HMDB09294	C00350
HMDB09295	C00350
HMDB09296	C00350
HMDB09297	C00350
HMDB09298	C00350
HMDB09299	C00350
HMDB09300	C00350
HMDB09301	C00350
HMDB09302	C00350
HMDB09303	C00350
HMDB09304	C00350
HMDB09305	C00350
HMDB09306	C00350
HMDB09307	C00350
HMDB09308	C00350
HMDB09309	C00350
HMDB09310	C00350
HMDB09311	C00350
HMDB09312	C00350
HMDB09313	C00350
HMDB09314	C00350
HMDB09315	C00350
HMDB09316	C00350
HMDB09317	C00350
HMDB09318	C00350
HMDB09319	C00350
HMDB09320	C00350
HMDB09321	C00350
HMDB09322	C00350
HMDB09323	C00350
HMDB09324	C00350
HMDB09325	C00350
HMDB09326	C00350
HMDB09327	C00350
HMDB09328	C00350
HMDB09329	C00350
HMDB09330	C00350
HMDB09331	C00350
HMDB09332	C00350
HMDB09333	C00350
HMDB09334	C00350
HMDB09335	C00350
HMDB09336	C00350
HMDB09337	C00350
HMDB09338	C00350
HMDB09339	C00350
HMDB09340	C00350
HMDB09341	C00350
HMDB09342	C00350
HMDB09343	C00350
HMDB09344	C00350
HMDB09345	C00350
HMDB09346	C00350
HMDB09347	C00350
HMDB09348	C00350
HMDB09349	C00350
HMDB09350	C00350
HMDB09351	C00350
HMDB09352	C00350
HMDB09353	C00350
HMDB09354	C00350
HMDB09355	C00350
HMDB09356	C00350
HMDB09357	C00350
HMDB09358	C00350
HMDB09359	C00350
HMDB09360	C00350
HMDB09361	C00350
HMDB09362	C00350
HMDB09363	C00350
HMDB09364	C00350
HMDB09365	C00350
HMDB09366	C00350
HMDB09367	C00350
HMDB09368	C00350
HMDB09369	C00350
HMDB09370	C00350
HMDB09371	C00350
HMDB09372	C00350
HMDB09373	C00350
HMDB09374	C00350
HMDB09375	C00350
HMDB09376	C00350
HMDB09377	C00350
HMDB09378	C00350
HMDB09379	C00350
HMDB09380	C00350
HMDB09381	C00350
HMDB09382	C00350
HMDB09383	C00350
HMDB09384	C00350
HMDB09385	C00350
HMDB09386	C00350
HMDB09387	C00350
HMDB09388	C00350
HMDB09389	C00350
HMDB09390	C00350
HMDB09391	C00350
HMDB09392	C00350
HMDB09393	C00350
HMDB09394	C00350
HMDB09395	C00350
HMDB09396	C00350
HMDB09397	C00350
HMDB09398	C00350
HMDB09399	C00350
HMDB09400	C00350
HMDB09401	C00350
HMDB09402	C00350
HMDB09403	C00350
HMDB09404	C00350
HMDB09405	C00350
HMDB09406	C00350
HMDB09407	C00350
HMDB09408	C00350
HMDB09409	C00350
HMDB09410	C00350
HMDB09411	C00350
HMDB09412	C00350
HMDB09413	C00350
HMDB09414	C00350
HMDB09415	C00350
HMDB09416	C00350
HMDB09417	C00350
HMDB09418	C00350
HMDB09419	C00350
HMDB09420	C00350
HMDB09421	C00350
HMDB09422	C00350
HMDB09423	C00350
HMDB09424	C00350
HMDB09425	C00350
HMDB09426	C00350
HMDB09427	C00350
HMDB09428	C00350
HMDB09429	C00350
HMDB09430	C00350
HMDB09431	C00350
HMDB09432	C00350
HMDB09433	C00350
HMDB09434	C00350
HMDB09435	C00350
HMDB09436	C00350
HMDB09437	C00350
HMDB09438	C00350
HMDB09439	C00350
HMDB09440	C00350
HMDB09441	C00350
HMDB09442	C00350
HMDB09443	C00350
HMDB09444	C00350
HMDB09445	C00350
HMDB09446	C00350
HMDB09447	C00350
HMDB09448	C00350
HMDB09449	C00350
HMDB09450	C00350
HMDB09451	C00350
HMDB09452	C00350
HMDB09453	C00350
HMDB09454	C00350
HMDB09455	C00350
HMDB09456	C00350
HMDB09457	C00350
HMDB09458	C00350
HMDB09459	C00350
HMDB09460	C00350
HMDB09461	C00350
HMDB09462	C00350
HMDB09463	C00350
HMDB09464	C00350
HMDB09465	C00350
HMDB09466	C00350
HMDB09467	C00350
HMDB09468	C00350
HMDB09469	C00350
HMDB09470	C00350
HMDB09471	C00350
HMDB09472	C00350
HMDB09473	C00350
HMDB09474	C00350
HMDB09475	C00350
HMDB09476	C00350
HMDB09477	C00350
HMDB09478	C00350
HMDB09479	C00350
HMDB09480	C00350
HMDB09481	C00350
HMDB09482	C00350
HMDB09483	C00350
HMDB09484	C00350
HMDB09485	C00350
HMDB09486	C00350
HMDB09487	C00350
HMDB09488	C00350
HMDB09489	C00350
HMDB09490	C00350
HMDB09491	C00350
HMDB09492	C00350
